virus_name	viral_acc	virus_taxid	virus_lineage	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Mycobacterium phage Inventum	NC_026596	1527580	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cheoctovirus;s__Mycobacterium phage Inventum;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Iracema64	NC_028687	1755681	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage Iracema64;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage IronMan	NC_054814	2499042	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage IronMan;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage IsaacEli	JN698990	1089124	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Pegunavirus;s__Mycobacterium virus Pg1;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Island3	HM152765	861048	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Brujitavirus;s__Mycobacterium virus Brujita;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jabbawokkie	NC_022069	1340820	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Avanivirus;s__Mycobacterium phage Jabbawokkie;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage JacAttac	NC_023740	1089136	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Pegunavirus;s__Mycobacterium virus Pg1;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage JackSparrow	NC_052435	2652891	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage JackSparrow;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis	1772	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__	species	Mycolicibacterium smegmatis	['GCF_013349145.1']	GCF_013349145.1	Represent	Chromosome	1772	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__
Mycobacterium phage JackSparrow	NC_052435	2652891	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage JackSparrow;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage JAMaL	NC_023554	1429905	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Coopervirus;s__Mycobacterium virus JAMaL;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jamie19	NC_054456	2743929	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Charlievirus;s__Mycobacterium phage Jamie19;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jebeks	NC_041969	1076631	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fishburnevirus;s__Mycobacterium virus Jebeks;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jeeves	NC_055817	2652402	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage Jeeves;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage JewelBug	NC_054780	2502450	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage JewelBug;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis	1772	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__	species	Mycolicibacterium smegmatis	['GCF_013349145.1']	GCF_013349145.1	Represent	Chromosome	1772	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__
Mycobacterium phage Job42	NC_021538	1327771	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cheoctovirus;s__Mycobacterium phage Job42;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jobu08	NC_021535	1327772	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage Jobu08;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jolie1	NC_023600	1463812	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Mycobacterium phage Jolie1;t__	Literature	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jolie2	NC_023604	1458831	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Mycobacterium phage Jolie2;t__	Literature, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jorgensen	NC_052436	2759390	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage Jorgensen;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage JoshKayV	NC_054812	2024294	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage JoshKayV;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Jovo	NC_022984	1429912	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage Jovo;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Juice456	NC_051670	2652403	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cheoctovirus;s__Mycobacterium phage Juice456;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis	1772	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__	species	Mycolicibacterium smegmatis	['GCF_013349145.1']	GCF_013349145.1	Represent	Chromosome	1772	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__
Mycobacterium phage Jung	NC_051730	2742107	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fishburnevirus;s__Mycobacterium phage Jung;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis	1772	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__	species	Mycolicibacterium smegmatis	['GCF_013349145.1']	GCF_013349145.1	Represent	Chromosome	1772	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__
Mycobacterium phage Jung	NC_051730	2742107	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fishburnevirus;s__Mycobacterium phage Jung;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Kamiyu	JN699018	1089126	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Pipefishvirus;s__Mycobacterium phage Kamiyu;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Kampy	NC_024141	1486425	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage Kampy;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Kanely	NC_052437	2656585	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Fromanvirus;s__Mycobacterium phage Kanely;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage KayaCho	NC_022061	1340830	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Mycobacterium phage KayaCho;t__	RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage Kenuha5	NC_051671	2653759	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cheoctovirus;s__Mycobacterium phage Kenuha5;t__	NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
