viral.accn,Virus.name,Reported.host.name,Host.accn,Matched.RefSeq.name,Host.taxid,Domain,Phylum,Class,Order,Family,Genus,Species,
NC_042335,Mycobacterium virus Saintus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023699,Mycobacterium virus SG4,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042030,Mycobacterium virus Yoshi,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023560,Oenococcus phage phiS13,Oenococcus oeni Sarco S13,GCF_000761785.1,Oenococcus oeni S13 strain=S13,1428437,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,
NC_028788,Paenibacillus phage Diva,Paenibacillus larvae ATCC 9545,GCF_002003265.1,Paenibacillus larvae subsp. larvae strain=ATCC 9545,147375,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae,
NC_029084,Paenibacillus phage Rani,Paenibacillus larvae ATCC 9545,GCF_002003265.1,Paenibacillus larvae subsp. larvae strain=ATCC 9545,147375,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae,
NC_041909,Paenibacillus phage Shelly,Paenibacillus larvae ATCC 9545,GCF_002003265.1,Paenibacillus larvae subsp. larvae strain=ATCC 9545,147375,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae,
NC_028930,Paenibacillus phage Tripp,Paenibacillus larvae ATCC 9545,GCF_002003265.1,Paenibacillus larvae subsp. larvae strain=ATCC 9545,147375,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae,
NC_041854,Pectobacterium phage PhiM1,Pectobacterium atrosepticum SCRI1043,GCF_000011605.1,Pectobacterium atrosepticum SCRI1043 strain=SCRI1043,218491,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium atrosepticum,
NC_020201,Pectobacterium phage phiTE,Pectobacterium atrosepticum SCRI1043,GCF_000011605.1,Pectobacterium atrosepticum SCRI1043 strain=SCRI1043,218491,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium atrosepticum,
NC_031068,Pectobacterium phage PP16,Pectobacterium carotovorum subsp. carotovorum PB69,GCF_002921285.1,Pectobacterium versatile strain=PB69,2488639,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium versatile,
NC_031096,Pectobacterium phage PP90,Pectobacterium atrosepticum PB72,GCF_002920025.1,Pectobacterium atrosepticum strain=PB72,29471,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium atrosepticum,
NC_020484,Pelagibacter phage HTVC008M,Candidatus Pelagibacter ubique HTCC1062,GCF_000012345.1,Candidatus Pelagibacter ubique HTCC1062 strain=HTCC1062,335992,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,
NC_020481,Pelagibacter phage HTVC010P,Candidatus Pelagibacter ubique HTCC1062,GCF_000012345.1,Candidatus Pelagibacter ubique HTCC1062 strain=HTCC1062,335992,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,
NC_020482,Pelagibacter phage HTVC011P,Candidatus Pelagibacter ubique HTCC1062,GCF_000012345.1,Candidatus Pelagibacter ubique HTCC1062 strain=HTCC1062,335992,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,
NC_020483,Pelagibacter phage HTVC019P,Candidatus Pelagibacter ubique HTCC1062,GCF_000012345.1,Candidatus Pelagibacter ubique HTCC1062 strain=HTCC1062,335992,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,
NC_020847,Prochlorococcus phage MED4-184,Prochlorococcus MED4,GCF_000011465.1,Prochlorococcus marinus subsp. pastoris str. CCMP1986 strain=MED4,59919,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_020845,Prochlorococcus phage MED4-213,Prochlorococcus MED4,GCF_000011465.1,Prochlorococcus marinus subsp. pastoris str. CCMP1986 strain=MED4,59919,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_020878,Prochlorococcus phage P-GSP1,Prochlorococcus marinus MED4,GCF_000011465.1,Prochlorococcus marinus subsp. pastoris str. CCMP1986 strain=MED4,59919,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_015280,Prochlorococcus phage P-HM1,Prochlorococcus sp. MED4,GCF_000011465.1,Prochlorococcus marinus subsp. pastoris str. CCMP1986 strain=MED4,59919,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_015284,Prochlorococcus phage P-HM2,Prochlorococcus sp. MED4,GCF_000011465.1,Prochlorococcus marinus subsp. pastoris str. CCMP1986 strain=MED4,59919,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_006883,Prochlorococcus phage P-SSM2,Prochlorococcus sp. NATL1A,GCF_000015685.1,Prochlorococcus marinus str. NATL1A strain=NATL1A,167555,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_021559,Prochlorococcus phage P-SSM3,Prochlorococcus marinus NATL2A,GCF_000012465.1,Prochlorococcus marinus str. NATL2A strain=NATL2A,59920,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_006884,Prochlorococcus phage P-SSM4,Prochlorococcus sp. NATL2A,GCF_000012465.1,Prochlorococcus marinus str. NATL2A strain=NATL2A,59920,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_015290,Prochlorococcus phage P-SSM7,Prochlorococcus sp. NATL1A,GCF_000015685.1,Prochlorococcus marinus str. NATL1A strain=NATL1A,167555,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_020835,Prochlorococcus phage P-SSP10,Prochlorococcus marinus NATL2A,GCF_000012465.1,Prochlorococcus marinus str. NATL2A strain=NATL2A,59920,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_020874,Prochlorococcus phage P-SSP3,Prochlorococcus marinus MIT9312,GCF_000012645.1,Prochlorococcus marinus MIT9312,74546,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_028955,Prochlorococcus phage P-TIM68,Prochlorococcus sp. MIT9515,GCF_000015665.1,Prochlorococcus sp. MIT9515,167542,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
NC_015288,Prochlorococcus phage Syn1,Synechococcus sp. WH8101,GCF_004209775.1,Synechococcus sp. WH8101,59932,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8101,
NC_015285,Prochlorococcus phage Syn33,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_027629,Propionibacterium phage Attacne,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_031084,Propionibacterium phage BruceLethal,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_031119,Propionibacterium phage Enoki,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_041954,Propionibacterium phage Keiki,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027625,Propionibacterium phage Kubed,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027628,Propionibacterium phage Lauchelly,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_031003,Propionibacterium phage Moyashi,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027620,Propionibacterium phage MrAK,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027630,Propionibacterium phage Ouroboros,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_028694,Propionibacterium phage PA1-14,Propionibacterium acnes A1-14,GCF_001481615.1,Propionibacterium acnes A1-14,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027623,Propionibacterium phage Pirate,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027626,Propionibacterium phage Procrass1,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_031005,Propionibacterium phage QueenBey,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027624,Propionibacterium phage SKKY,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027627,Propionibacterium phage Solid,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027622,Propionibacterium phage Stormborn,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_027621,Propionibacterium phage Wizzo,Propionibacterium acnes ATCC 6919,GCF_008728435.1,Propionibacterium acnes ATCC 6919,1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,
NC_018832,Providencia phage Redjac,Providencia stuartii isolate MRSN 2154,GCF_000259175.1,Providencia stuartii MRSN 2154 strain=MRSN 2154,1157951,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia stuartii,
NC_015293,Pseudoalteromonas phage H105/1,Pseudoalteromonas sp. H105,GCF_001469215.1,Pseudoalteromonas sp. H105 strain=H105,1348393,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. H105,
NC_031908,Pseudoalteromonas phage PH1,Pseudoalteromonas marina mano4,GCF_000238335.2,Pseudoalteromonas marina DSM 17587 strain=mano4,1117316,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas marina,
NC_006548,Pseudomonas phage B3,Pseudomonas aeruginosa PAO1 (ATCC 15692),GCF_001729505.1,Pseudomonas aeruginosa PAO1 (ATCC 15692),287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_030910,Pseudomonas phage K5,Pseudomonas aeruginosa PAK,GCF_000568855.2,Pseudomonas aeruginosa PAK strain=PAK,1009714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_028817,Pseudomonas phage K8,Pseudomonas aeruginosa PAK,GCF_000568855.2,Pseudomonas aeruginosa PAK strain=PAK,1009714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_042091,Pseudomonas phage nickie,Pseudomonas syringae pv. avii,GCF_900235835.1,Pseudomonas syringae pv. avii  CFBP3846,663959,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,
NC_041994,Pseudomonas phage Noxifer,Pseudomonas fluorescens SBW25,GCF_000009225.2,Pseudomonas fluorescens SBW25 strain=SBW25,216595,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,
NC_042107,Pseudomonas phage NV1,Pseudomonas tolaasii NCPPB 2192,GCF_002813445.1,Pseudomonas tolaasii NCPPB 2192 strain=NCPPB 2192,564423,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tolaasii,
NC_041903,Pseudomonas phage PA10,Pseudomonas aeruginosa,GCF_003055545.1,Pseudomonas aeruginosa strain=HIAE_PA10,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_041902,Pseudomonas phage PA5,Pseudomonas aeruginosa,GCF_002866685.1,Pseudomonas aeruginosa strain=PA5,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_015294,Pseudomonas phage PAK_P1,Pseudomonas aeruginosa PAK,GCF_000568855.2,Pseudomonas aeruginosa PAK strain=PAK,1009714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_022967,Pseudomonas phage PAK_P2,Pseudomonas aeruginosa PAK,GCF_000568855.2,Pseudomonas aeruginosa PAK strain=PAK,1009714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_022970,Pseudomonas phage PAK_P3,Pseudomonas aeruginosa PAK,GCF_000568855.2,Pseudomonas aeruginosa PAK strain=PAK,1009714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_022986,Pseudomonas phage PAK_P4,Pseudomonas aeruginosa PAK,GCF_000568855.2,Pseudomonas aeruginosa PAK strain=PAK,1009714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_022966,Pseudomonas phage PAK_P5,Pseudomonas aeruginosa PAK,GCF_000568855.2,Pseudomonas aeruginosa PAK strain=PAK,1009714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_013638,Pseudomonas phage phi-2,Pseudomonas fluorescens SBW25,GCF_000009225.2,Pseudomonas fluorescens SBW25 strain=SBW25,216595,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,
NC_030931,Pseudomonas phage phi2,Pseudomonas aeruginosa WH-SGI-V-07173,GCF_001450525.1,Pseudomonas aeruginosa strain=WH-SGI-V-07173,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_030940,Pseudomonas phage phi3,Pseudomonas aeruginosa WH-SGI-V-07174,GCF_001449605.1,Pseudomonas aeruginosa strain=WH-SGI-V-07174,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_023601,Pseudomonas phage phiPsa374,Pseudomonas syringae pv. actinidiae ICMP 18800,GCF_000344375.1,Pseudomonas syringae pv. actinidiae ICMP 18800 strain=ICMP 18800,1104681,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,
NC_042092,Pseudomonas phage tabernarius,Pseudomonas syringae pv. avii,GCF_900235835.1,Pseudomonas syringae pv. avii  CFBP3846,663959,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,
NC_017864,Pseudomonas phage vB_Pae-Kakheti25,Pseudomonas aeruginosa PA25,GCF_001904985.1,Pseudomonas protegens strain=PA25,380021,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,
NC_017865,Pseudomonas phage vB_Pae-TbilisiM32,Pseudomonas aeruginosa PA32,GCF_003332735.1,Pseudomonas aeruginosa strain=PA32,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_031073,Pseudomonas phage vB_PaeM_MAG1,Pseudomonas aeruginosa PA31,GCF_003332785.1,Pseudomonas aeruginosa strain=PA31,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_031104,Pseudomonas phage vB_PaeP_MAG4,Pseudomonas aeruginosa PA21,GCF_000342145.1,Pseudomonas aeruginosa PA21_ST175 strain=PA21_ST175,1285581,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_030934,Pseudomonas phage vB_PsyM_KIL1,Pseudomonas syringae pv. porri LMG 28495,GCF_001275725.1,Pseudomonas coronafaciens pv. porri strain=LMG 28495,83964,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas coronafaciens,
NC_042054,Pseudomonas phage vB_PsyM_KIL4,Pseudomonas syringae pv. porri LMG 28495,GCF_001275725.1,Pseudomonas coronafaciens pv. porri strain=LMG 28495,83964,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas coronafaciens,
NC_009818,Pseudomonas virus MP22,Pseudomonas aeruginosa UCBPP-PA14,GCF_000014625.1,Pseudomonas aeruginosa UCBPP-PA14 strain=UCBPP-PA14,208963,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
NC_021864,Puniceispirillum phage HMO-2011,Candidatus Puniceispirillum marinum IMCC1322,GCF_000024465.1,Candidatus Puniceispirillum marinum IMCC1322 strain=IMCC1322,488538,Bacteria,Proteobacteria,Alphaproteobacteria,#missing#,#missing#,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,
NC_021560,Rhizobium phage RR1-A,Rhizobium radiobacter P007,GCF_902153225.1,Rhizobium sp. P007 strain=P007,285908,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. P007,
NC_021557,Rhizobium phage RR1-B,Rhizobium radiobacter P007,GCF_902153225.1,Rhizobium sp. P007 strain=P007,285908,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. P007,
NC_025429,Rhizobium phage vB_RleM_P10VF,Rhizobium leguminosarum biovar viciae VF39,GCF_000427765.1,Rhizobium leguminosarum bv. viciae VF39 strain=VF39,1041145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,
NC_023502,Rhizobium phage vB_RleS_L338C,Rhizobium leguminosarum biovar viciae 3841,GCF_000009265.1,Rhizobium leguminosarum bv. viciae 3841 strain=3841,216596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,
NC_042049,Rhodobacter phage RcCronus,Rhodobacter capsulatus YW1,GCF_000506525.2,Rhodobacter capsulatus YW1 strain=YW1,1414586,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,
NC_028954,Rhodobacter phage RcRhea,Rhodobacter capsulatus YW1,GCF_000506525.2,Rhodobacter capsulatus YW1 strain=YW1,1414586,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,
